timestamp,date,hour,shift,lot_id,product_id,process_step,equipment_id,cleaning_bath,carrier_id,carrier_type,bath_temp_c,chemical_concentration_pct,flow_rate_lpm,filter_life_day,particle_count,ni_contamination_ppb,inspection_count,defect_count,defect_rate,ng_type,rework_required,anomaly_flag,root_cause_hint,action_taken
2024-01-16T00:58:00.000Z,2024-01-16,0,A,LOT-125,PROD-B,ETCH,EQP-04,BATH-3,CAR-002,C,56.6,6.89,7.94,5,246,3.01,100,2,0.02,PARTICLE,false,0,,
2024-01-15T23:48:00.000Z,2024-01-15,23,C,LOT-126,PROD-B,ETCH,EQP-01,BATH-3,CAR-005,B,61.1,7.84,4.28,30,143,11.65,100,2,0.02,CONTAMINATION,false,0,,
2024-01-15T21:02:00.000Z,2024-01-15,21,C,LOT-127,PROD-A,COAT,EQP-02,BATH-3,CAR-003,A,68.6,10.05,4.34,30,110,3.13,100,1,0.01,DIMENSION,false,0,,
2024-01-16T08:41:00.000Z,2024-01-16,8,B,LOT-128,PROD-B,COAT,EQP-04,BATH-2,CAR-008,A,60.3,11.03,6.99,25,266,2.25,100,2,0.02,SCRATCH,false,0,,
2024-01-16T11:30:00.000Z,2024-01-16,11,B,LOT-129,PROD-B,INSPECT,EQP-01,BATH-3,CAR-006,B,59.3,5.76,7.73,27,192,6.32,100,1,0.01,SCRATCH,false,0,,
2024-01-15T18:47:00.000Z,2024-01-15,18,C,LOT-130,PROD-B,ETCH,EQP-02,BATH-3,CAR-002,A,67.3,5.37,6.32,17,109,3.06,100,2,0.02,SCRATCH,false,0,,
2024-01-15T22:36:00.000Z,2024-01-15,22,C,LOT-131,PROD-B,ETCH,EQP-02,BATH-2,CAR-001,A,52.4,6.55,7.95,22,266,1.31,100,3,0.03,DIMENSION,false,0,,
2024-01-16T03:50:00.000Z,2024-01-16,3,A,LOT-132,PROD-B,CLEAN,EQP-04,BATH-2,CAR-004,A,58.2,11.57,2.1,14,268,7.74,100,4,0.04,DIMENSION,false,0,,
2024-01-15T19:56:00.000Z,2024-01-15,19,C,LOT-133,PROD-B,INSPECT,EQP-02,BATH-1,CAR-008,B,60.3,7.96,6.81,5,166,6.14,100,4,0.04,SCRATCH,false,0,,
2024-01-15T17:03:00.000Z,2024-01-15,17,C,LOT-134,PROD-B,INSPECT,EQP-02,BATH-2,CAR-003,B,57.4,7.76,3.94,2,239,4.23,100,3,0.03,CONTAMINATION,false,0,,
2024-01-17T11:43:00.000Z,2024-01-17,11,B,LOT-135,PROD-A,ETCH,EQP-02,BATH-2,CAR-004,A,57.7,6.73,6.19,17,179,4.53,100,3,0.03,PARTICLE,false,0,,
2024-01-16T20:39:00.000Z,2024-01-16,20,C,LOT-136,PROD-A,ETCH,EQP-03,BATH-3,CAR-003,A,59.7,9.39,5.98,17,348,5.74,100,8,0.08,CONTAMINATION,true,0,,
2024-01-16T18:56:00.000Z,2024-01-16,18,C,LOT-137,PROD-B,INSPECT,EQP-04,BATH-2,CAR-007,B,50.1,11.79,6.01,21,250,1.96,100,1,0.01,DIMENSION,false,0,,
2024-01-17T08:22:00.000Z,2024-01-17,8,B,LOT-138,PROD-A,INSPECT,EQP-01,BATH-1,CAR-008,C,65.1,11.35,5.54,20,90,7.54,100,3,0.03,DIMENSION,false,0,,
2024-01-17T00:37:00.000Z,2024-01-17,0,A,LOT-139,PROD-A,INSPECT,EQP-01,BATH-2,CAR-002,C,56.7,11.04,2.56,12,179,11.96,100,3,0.03,PARTICLE,false,0,,
2024-01-17T03:07:00.000Z,2024-01-17,3,A,LOT-140,PROD-A,INSPECT,EQP-03,BATH-1,CAR-009,B,46.5,7.66,7.58,5,476,5.77,100,10,0.1,SCRATCH,true,1,Particle count spike - possible contamination,Bath concentration adjusted
2024-01-17T01:40:00.000Z,2024-01-17,1,A,LOT-141,PROD-A,INSPECT,EQP-04,BATH-3,CAR-004,C,59.6,14.56,3.67,18,66,9.12,100,1,0.01,DIMENSION,false,0,,
2024-01-16T15:56:00.000Z,2024-01-16,15,B,LOT-142,PROD-B,CLEAN,EQP-03,BATH-3,CAR-006,A,69.7,14.09,4.64,22,489,12.53,100,8,0.08,SCRATCH,true,1,Particle count spike - possible contamination,Carrier quarantined for inspection
2024-01-17T08:53:00.000Z,2024-01-17,8,B,LOT-143,PROD-A,COAT,EQP-04,BATH-1,CAR-010,C,68.6,14.45,5.53,19,296,10.51,100,2,0.02,CONTAMINATION,false,0,,
2024-01-16T21:05:00.000Z,2024-01-16,21,C,LOT-144,PROD-A,INSPECT,EQP-04,BATH-1,CAR-004,A,55.7,5.91,4.76,15,261,5.86,100,1,0.01,DIMENSION,false,0,,
2024-01-17T07:00:00.000Z,2024-01-17,7,A,LOT-145,PROD-B,CLEAN,EQP-01,BATH-3,CAR-007,C,66.8,6.59,6.75,16,256,0.69,100,2,0.02,SCRATCH,false,0,,
2024-01-16T15:37:00.000Z,2024-01-16,15,B,LOT-146,PROD-A,COAT,EQP-04,BATH-1,CAR-002,B,61.3,14.59,4.71,7,136,11.83,100,2,0.02,CONTAMINATION,false,0,,
2024-01-16T15:48:00.000Z,2024-01-16,15,B,LOT-147,PROD-B,INSPECT,EQP-04,BATH-2,CAR-002,A,57.4,12.01,2.67,3,234,6.51,100,2,0.02,SCRATCH,false,0,,
2024-01-17T04:18:00.000Z,2024-01-17,4,A,LOT-148,PROD-A,CLEAN,EQP-03,BATH-3,CAR-005,C,51.6,7.85,3.37,19,195,12.41,100,9,0.09,PARTICLE,true,1,Ni contamination above threshold,Maintenance team notified
2024-01-17T12:52:00.000Z,2024-01-17,12,B,LOT-149,PROD-B,COAT,EQP-02,BATH-3,CAR-004,B,56.6,5.78,4.85,25,163,7.37,100,3,0.03,PARTICLE,false,0,,
2024-01-17T10:39:00.000Z,2024-01-17,10,B,LOT-150,PROD-A,INSPECT,EQP-01,BATH-1,CAR-010,B,62.4,8.59,4.3,19,51,9.75,100,3,0.03,DIMENSION,false,0,,
2024-01-16T19:54:00.000Z,2024-01-16,19,C,LOT-151,PROD-A,ETCH,EQP-02,BATH-3,CAR-007,C,69.1,9.7,3.09,24,298,4.51,100,1,0.01,SCRATCH,false,0,,
2024-01-17T13:11:00.000Z,2024-01-17,13,B,LOT-152,PROD-A,CLEAN,EQP-02,BATH-2,CAR-001,A,56.1,8.41,5.68,28,60,10.13,100,3,0.03,DIMENSION,false,0,,
2024-01-17T08:45:00.000Z,2024-01-17,8,B,LOT-153,PROD-A,CLEAN,EQP-03,BATH-3,CAR-009,B,45.7,14.65,7,1,393,12.53,100,10,0.1,PARTICLE,true,1,Filter replacement overdue,Equipment cleaning scheduled
2024-01-17T02:36:00.000Z,2024-01-17,2,A,LOT-154,PROD-B,INSPECT,EQP-02,BATH-3,CAR-005,C,60.2,13.05,2.82,4,300,6.47,100,1,0.01,PARTICLE,false,0,,
2024-01-17T00:29:00.000Z,2024-01-17,0,A,LOT-155,PROD-B,ETCH,EQP-04,BATH-2,CAR-009,A,56.3,13.8,3.57,2,109,2.95,100,4,0.04,CONTAMINATION,false,0,,
2024-01-17T06:02:00.000Z,2024-01-17,6,A,LOT-156,PROD-A,CLEAN,EQP-03,BATH-1,CAR-005,C,60.8,10.09,2.51,25,372,15.9,100,10,0.1,PARTICLE,true,1,EQP-03 carrier contamination (type B),Filter replaced
2024-01-16T22:15:00.000Z,2024-01-16,22,C,LOT-157,PROD-B,COAT,EQP-01,BATH-2,CAR-005,B,60.6,6.48,4.21,11,265,0.69,100,1,0.01,PARTICLE,false,0,,
2024-01-16T16:05:00.000Z,2024-01-16,16,C,LOT-158,PROD-B,CLEAN,EQP-04,BATH-3,CAR-002,C,58.6,9.96,7.42,5,173,9.87,100,4,0.04,SCRATCH,false,0,,
2024-01-16T22:14:00.000Z,2024-01-16,22,C,LOT-159,PROD-B,INSPECT,EQP-01,BATH-3,CAR-008,A,57.3,10.45,3.47,12,146,8.05,100,2,0.02,SCRATCH,false,0,,
2024-01-17T02:53:00.000Z,2024-01-17,2,A,LOT-160,PROD-B,INSPECT,EQP-01,BATH-3,CAR-008,B,59,8.06,5.31,22,219,3.78,100,3,0.03,SCRATCH,false,0,,
2024-01-16T19:45:00.000Z,2024-01-16,19,C,LOT-161,PROD-A,COAT,EQP-03,BATH-2,CAR-004,C,57.4,13.69,6.07,21,200,7.77,100,8,0.08,DIMENSION,true,0,,
2024-01-16T20:05:00.000Z,2024-01-16,20,C,LOT-162,PROD-B,CLEAN,EQP-02,BATH-1,CAR-002,B,57.6,13.97,3.55,26,89,3.47,100,3,0.03,PARTICLE,false,0,,
2024-01-17T00:27:00.000Z,2024-01-17,0,A,LOT-163,PROD-A,ETCH,EQP-04,BATH-2,CAR-009,B,56,9.98,4.81,26,258,10.75,100,3,0.03,CONTAMINATION,false,0,,
2024-01-17T03:10:00.000Z,2024-01-17,3,A,LOT-164,PROD-A,ETCH,EQP-01,BATH-1,CAR-007,C,55.7,9.08,6.37,23,248,9.22,100,2,0.02,PARTICLE,false,0,,
2024-01-17T10:00:00.000Z,2024-01-17,10,B,LOT-165,PROD-A,INSPECT,EQP-04,BATH-2,CAR-006,C,61.1,9.48,5.82,27,99,3.01,100,2,0.02,PARTICLE,false,0,,
2024-01-17T07:30:00.000Z,2024-01-17,7,A,LOT-166,PROD-B,INSPECT,EQP-03,BATH-2,CAR-007,C,61.9,11.42,5.15,24,358,12.88,100,8,0.08,DIMENSION,true,1,Particle count spike - possible contamination,Filter replaced
2024-01-17T05:40:00.000Z,2024-01-17,5,A,LOT-167,PROD-A,INSPECT,EQP-02,BATH-1,CAR-006,A,66.6,13.32,3.48,21,163,2.59,100,1,0.01,CONTAMINATION,false,0,,
2024-01-17T10:22:00.000Z,2024-01-17,10,B,LOT-168,PROD-A,ETCH,EQP-03,BATH-2,CAR-001,A,59.2,10.67,7.49,14,290,15.97,100,10,0.1,CONTAMINATION,true,0,,
2024-01-16T22:27:00.000Z,2024-01-16,22,C,LOT-169,PROD-B,COAT,EQP-01,BATH-2,CAR-005,B,62.8,10.71,3.83,28,100,9.89,100,2,0.02,SCRATCH,false,0,,
2024-01-16T17:36:00.000Z,2024-01-16,17,C,LOT-170,PROD-A,CLEAN,EQP-02,BATH-1,CAR-007,B,60.8,5.35,6.43,25,209,9.34,100,3,0.03,DIMENSION,false,0,,
2024-01-16T22:04:00.000Z,2024-01-16,22,C,LOT-171,PROD-B,COAT,EQP-03,BATH-1,CAR-006,C,45.8,5.28,5.44,7,322,17.92,100,4,0.04,SCRATCH,false,1,Ni contamination above threshold,Filter replaced
2024-01-17T03:29:00.000Z,2024-01-17,3,A,LOT-172,PROD-B,INSPECT,EQP-01,BATH-2,CAR-004,B,58.8,9.31,5.49,20,106,6.01,100,1,0.01,SCRATCH,false,0,,
2024-01-17T00:15:00.000Z,2024-01-17,0,A,LOT-173,PROD-B,ETCH,EQP-04,BATH-3,CAR-010,A,69.9,10.65,3.35,2,122,11.11,100,1,0.01,PARTICLE,false,0,,
2024-01-17T14:54:00.000Z,2024-01-17,14,B,LOT-174,PROD-B,ETCH,EQP-04,BATH-2,CAR-006,A,66.9,9.54,2.71,23,265,0.87,100,2,0.02,SCRATCH,false,0,,
2024-01-17T06:58:00.000Z,2024-01-17,6,A,LOT-175,PROD-A,INSPECT,EQP-02,BATH-3,CAR-005,B,66.4,9.22,6.64,15,258,4.12,100,1,0.01,DIMENSION,false,0,,
2024-01-16T15:49:00.000Z,2024-01-16,15,B,LOT-176,PROD-B,COAT,EQP-03,BATH-1,CAR-005,B,50.9,13.88,3.94,1,469,12.03,100,8,0.08,CONTAMINATION,true,1,Particle count spike - possible contamination,Carrier quarantined for inspection
2024-01-16T22:54:00.000Z,2024-01-16,22,C,LOT-177,PROD-B,CLEAN,EQP-02,BATH-2,CAR-006,B,63.2,5.27,7.72,1,198,10.19,100,3,0.03,PARTICLE,false,0,,
2024-01-17T14:38:00.000Z,2024-01-17,14,B,LOT-178,PROD-A,COAT,EQP-02,BATH-3,CAR-009,B,60.5,12.04,3.11,25,97,7.57,100,4,0.04,CONTAMINATION,false,0,,
2024-01-17T12:36:00.000Z,2024-01-17,12,B,LOT-179,PROD-B,INSPECT,EQP-02,BATH-1,CAR-005,C,60.3,14.12,7.59,11,109,4.31,100,2,0.02,PARTICLE,false,0,,
2024-01-17T10:44:00.000Z,2024-01-17,10,B,LOT-180,PROD-A,COAT,EQP-03,BATH-1,CAR-008,B,55.9,5.57,4.05,7,242,13.94,100,10,0.1,CONTAMINATION,true,1,EQP-03 carrier contamination (type B),Bath concentration adjusted
2024-01-17T14:33:00.000Z,2024-01-17,14,B,LOT-181,PROD-B,COAT,EQP-04,BATH-2,CAR-010,B,61.2,13.88,5.66,15,177,4.81,100,3,0.03,DIMENSION,false,0,,
2024-01-17T09:32:00.000Z,2024-01-17,9,B,LOT-182,PROD-B,ETCH,EQP-04,BATH-2,CAR-001,C,67.6,5.09,4.23,20,148,8.59,100,2,0.02,DIMENSION,false,0,,
2024-01-17T14:52:00.000Z,2024-01-17,14,B,LOT-183,PROD-A,CLEAN,EQP-01,BATH-1,CAR-002,C,69.9,5.11,7.65,24,203,8.75,100,3,0.03,PARTICLE,false,0,,
2024-01-17T00:48:00.000Z,2024-01-17,0,A,LOT-184,PROD-A,INSPECT,EQP-04,BATH-2,CAR-008,B,64.5,11.15,3.94,23,268,4.57,100,3,0.03,DIMENSION,false,0,,
2024-01-17T03:06:00.000Z,2024-01-17,3,A,LOT-185,PROD-B,INSPECT,EQP-01,BATH-1,CAR-007,A,49.8,9.51,3.22,26,230,9.08,100,2,0.02,PARTICLE,false,0,,
2024-01-17T05:11:00.000Z,2024-01-17,5,A,LOT-186,PROD-A,ETCH,EQP-01,BATH-2,CAR-008,B,62.7,6.77,3.09,28,255,9.7,100,2,0.02,CONTAMINATION,false,0,,
2024-01-16T15:29:00.000Z,2024-01-16,15,B,LOT-187,PROD-A,COAT,EQP-03,BATH-1,CAR-007,A,47.2,10.45,2.95,24,328,12.41,100,4,0.04,SCRATCH,false,0,,
2024-01-17T01:58:00.000Z,2024-01-17,1,A,LOT-188,PROD-A,CLEAN,EQP-03,BATH-3,CAR-003,C,58.7,7.48,3.45,8,178,11.98,100,4,0.04,PARTICLE,false,0,,
2024-01-17T08:32:00.000Z,2024-01-17,8,B,LOT-189,PROD-A,INSPECT,EQP-01,BATH-2,CAR-010,B,60.8,7.9,7.08,7,139,11.28,100,2,0.02,CONTAMINATION,false,0,,
2024-01-17T01:04:00.000Z,2024-01-17,1,A,LOT-190,PROD-B,INSPECT,EQP-03,BATH-2,CAR-001,A,56.7,14.19,6.65,1,153,8.62,100,10,0.1,DIMENSION,true,1,Particle count spike - possible contamination,Filter replaced
2024-01-17T08:13:00.000Z,2024-01-17,8,B,LOT-191,PROD-A,CLEAN,EQP-02,BATH-2,CAR-006,B,58.7,7.92,7.28,27,166,2.99,100,1,0.01,DIMENSION,false,0,,
2024-01-16T16:47:00.000Z,2024-01-16,16,C,LOT-192,PROD-B,INSPECT,EQP-04,BATH-1,CAR-007,B,68.4,8.27,4.27,11,285,3.11,100,2,0.02,PARTICLE,false,0,,
2024-01-16T22:54:00.000Z,2024-01-16,22,C,LOT-193,PROD-A,COAT,EQP-01,BATH-2,CAR-003,B,59.5,5.57,2.28,21,93,4.06,100,1,0.01,DIMENSION,false,0,,
2024-01-16T22:57:00.000Z,2024-01-16,22,C,LOT-194,PROD-A,CLEAN,EQP-03,BATH-3,CAR-008,C,53.4,5.61,3.61,27,478,7.08,100,10,0.1,DIMENSION,true,0,,
2024-01-17T14:04:00.000Z,2024-01-17,14,B,LOT-195,PROD-A,INSPECT,EQP-02,BATH-1,CAR-008,A,56.5,8.08,6.58,4,216,0.06,100,3,0.03,PARTICLE,false,0,,
2024-01-17T10:07:00.000Z,2024-01-17,10,B,LOT-196,PROD-B,COAT,EQP-02,BATH-2,CAR-003,A,62.4,11.09,2.2,19,209,0.2,100,3,0.03,SCRATCH,false,0,,
2024-01-17T02:02:00.000Z,2024-01-17,2,A,LOT-197,PROD-B,COAT,EQP-02,BATH-3,CAR-005,B,65.2,6.62,2.04,6,236,3.15,100,1,0.01,DIMENSION,false,0,,
2024-01-17T10:49:00.000Z,2024-01-17,10,B,LOT-198,PROD-B,ETCH,EQP-02,BATH-3,CAR-008,B,57.7,10.26,6.16,23,155,0.02,100,2,0.02,DIMENSION,false,0,,
2024-01-17T07:59:00.000Z,2024-01-17,7,A,LOT-199,PROD-B,ETCH,EQP-02,BATH-2,CAR-004,C,78.9,13.28,3.78,26,110,8.2,100,4,0.04,PARTICLE,false,0,,
2024-01-17T03:16:00.000Z,2024-01-17,3,A,LOT-200,PROD-A,CLEAN,EQP-02,BATH-1,CAR-008,A,66.7,5.01,3.39,4,216,2.45,100,3,0.03,DIMENSION,false,0,,
